ticker,date,period_ending,estimate,reported,surprise,surprise%
TRMK,25-Jul-23,Jun-23,0.6,0.74,0.14,23.33
TRN,1-Aug-23,Jun-23,0.33,0.23,-0.1,-30.3
TRNO,2-Aug-23,Jun-23,0.54,0.55,0.01,1.85
TRNS,31-Jul-23,Jun-23,0.27,0.38,0.11,40.74
TROW,28-Jul-23,Jun-23,1.71,2.02,0.31,18.13
TROX,26-Jul-23,Jun-23,0.27,0.16,-0.11,-40.74
TRS,27-Jul-23,Jun-23,0.5,0.5,0,0
TRST,24-Jul-23,Jun-23,0.85,0.86,0.01,1.18
TRTX,1-Aug-23,Jun-23,0.16,-0.18,-0.34,-212.5
TRU,25-Jul-23,Jun-23,0.83,0.86,0.03,3.61
TRUP,3-Aug-23,Jun-23,-0.42,-0.33,0.09,21.43
TRV,20-Jul-23,Jun-23,2.27,0.06,-2.21,-97.36
TSCO,27-Jul-23,Jun-23,3.91,3.83,-0.08,-2.05
TSE,3-Aug-23,Jun-23,-0.24,-1.92,-1.68,-700
TSLA,19-Jul-23,Jun-23,0.83,0.91,0.08,9.64
TSN,7-Aug-23,Jun-23,0.34,0.15,-0.19,-55.88
TSP,27-Sep-23,Jun-23,-0.63,-0.34,0.29,46.03
TSVT,14-Aug-23,Jun-23,-1.04,-0.83,0.21,20.19
TT,2-Aug-23,Jun-23,2.55,2.68,0.13,5.1
TTC,7-Sep-23,Jul-23,1.23,0.95,-0.28,-22.76
TTD,9-Aug-23,Jun-23,0.26,0.28,0.02,7.69
TTEC,3-Aug-23,Jun-23,0.48,0.55,0.07,14.58
TTEK,9-Aug-23,Jun-23,1.18,1.29,0.11,9.32
TTGT,8-Aug-23,Jun-23,0.43,0.45,0.02,4.65
TTI,31-Jul-23,Jun-23,0.08,0.13,0.05,62.5
TTMI,2-Aug-23,Jun-23,0.21,0.32,0.11,52.38
TTWO,8-Aug-23,Jun-23,0.37,0.36,-0.01,-2.7
TVTX,3-Aug-23,Jun-23,-1.16,-1.13,0.03,2.59
TW,27-Jul-23,Jun-23,0.5,0.52,0.02,4
TWI,2-Aug-23,Jun-23,0.43,0.43,0,0
TWKS,8-Aug-23,Jun-23,0.03,0.03,0,0
TWLO,8-Aug-23,Jun-23,0.29,0.54,0.25,86.21
TWO,31-Jul-23,Jun-23,0.29,-0.04,-0.33,-113.79
TWOU,8-Aug-23,Jun-23,-0.03,-0.18,-0.15,-500
TWST,4-Aug-23,Jun-23,-1.14,-1.01,0.13,11.4
TXG,3-Aug-23,Jun-23,-0.39,-0.53,-0.14,-35.9
TXN,25-Jul-23,Jun-23,1.76,1.87,0.11,6.25
TXRH,27-Jul-23,Jun-23,1.21,1.22,0.01,0.83
TXT,27-Jul-23,Jun-23,1.2,1.46,0.26,21.67
TYL,26-Jul-23,Jun-23,1.86,2.01,0.15,8.06
TYRA,10-Aug-23,Jun-23,-0.34,-0.31,0.03,8.82
U,2-Aug-23,Jun-23,0.06,0.07,0.01,16.67
UAA,8-Aug-23,Jun-23,-0.03,0.02,0.05,166.67
UAL,19-Jul-23,Jun-23,3.99,5.03,1.04,26.07
UBER,1-Aug-23,Jun-23,-0.01,0.18,0.19,1900
UBSI,27-Jul-23,Jun-23,0.67,0.68,0.01,1.49
UCBI,18-Jul-23,Jun-23,0.62,0.55,-0.07,-11.29
UDMY,3-Aug-23,Jun-23,-0.08,-0.01,0.07,87.5
UDR,26-Jul-23,Jun-23,0.62,0.61,-0.01,-1.61
UE,2-Aug-23,Jun-23,0.28,0.3,0.02,7.14
UFCS,7-Aug-23,Jun-23,-2.27,-2.27,0,0
UFPI,2-Aug-23,Jun-23,2.42,2.36,-0.06,-2.48
UHAL,9-Aug-23,Jun-23,1.43,1.27,-0.16,-11.19
UHS,25-Jul-23,Jun-23,2.48,2.53,0.05,2.02
UI,25-Aug-23,Jun-23,2.07,1.73,-0.34,-16.43
ULCC,1-Aug-23,Jun-23,0.28,0.31,0.03,10.71
ULH,27-Jul-23,Jun-23,1.01,0.9,-0.11,-10.89
ULTA,24-Aug-23,Jul-23,5.87,6.02,0.15,2.56
UMBF,25-Jul-23,Jun-23,1.99,1.93,-0.06,-3.02
UMH,8-Aug-23,Jun-23,0.2,0.21,0.01,5
UNF,28-Jun-23,May-23,1.82,1.29,-0.53,-29.12
UNFI,26-Sep-23,Jul-23,-0.47,-0.25,0.22,46.81
UNH,14-Jul-23,Jun-23,5.92,6.14,0.22,3.72
UNIT,3-Aug-23,Jun-23,0.34,0.11,-0.23,-67.65
UNM,1-Aug-23,Jun-23,1.87,2.06,0.19,10.16
UNP,26-Jul-23,Jun-23,2.75,2.57,-0.18,-6.55
UPS,8-Aug-23,Jun-23,2.51,2.54,0.03,1.2
UPST,8-Aug-23,Jun-23,-0.06,0.06,0.12,200
UPWK,2-Aug-23,Jun-23,0.01,0.1,0.09,900
URBN,22-Aug-23,Jul-23,0.89,1.1,0.21,23.6
URGN,10-Aug-23,Jun-23,-1.13,-1.03,0.1,8.85
URI,26-Jul-23,Jun-23,9.23,9.88,0.65,7.04
USB,19-Jul-23,Jun-23,1.13,1.12,-0.01,-0.88
USFD,10-Aug-23,Jun-23,0.76,0.79,0.03,3.95
USNA,25-Jul-23,Jun-23,0.7,0.89,0.19,27.14
USPH,8-Aug-23,Jun-23,0.74,0.76,0.02,2.7
UTHR,2-Aug-23,Jun-23,4.41,5.24,0.83,18.82
UTI,8-Aug-23,Jun-23,-0.08,-0.05,0.03,37.5
UTL,1-Aug-23,Jun-23,0.27,0.25,-0.02,-7.41
UTZ,10-Aug-23,Jun-23,0.13,0.13,0,0
UUUU,4-Aug-23,Jun-23,-0.05,-0.03,0.02,40
UVE,27-Jul-23,Jun-23,0.78,0.87,0.09,11.54
UVSP,26-Jul-23,Jun-23,0.59,0.61,0.02,3.39
UWMC,9-Aug-23,Jun-23,0.05,0.11,0.06,120
V,25-Jul-23,Jun-23,2.11,2.16,0.05,2.37
VAC,2-Aug-23,Jun-23,2.81,2.19,-0.62,-22.06
VBTX,25-Jul-23,Jun-23,0.78,0.64,-0.14,-17.95
VC,3-Aug-23,Jun-23,1.58,1.18,-0.4,-25.32
VCEL,2-Aug-23,Jun-23,-0.13,-0.11,0.02,15.38
VCTR,3-Aug-23,Jun-23,1.11,1.11,0,0
VCYT,8-Aug-23,Jun-23,-0.16,-0.12,0.04,25
VECO,7-Aug-23,Jun-23,0.3,0.36,0.06,20
VEEV,30-Aug-23,Jul-23,1.12,1.21,0.09,8.04
VERA,10-Aug-23,Jun-23,-0.69,-0.46,0.23,33.33
VERV,10-Aug-23,Jun-23,-0.91,-0.87,0.04,4.4
VFC,1-Aug-23,Jun-23,-0.13,-0.15,-0.02,-15.38
VGR,3-Aug-23,Jun-23,0.33,0.32,-0.01,-3.03
VIAV,10-Aug-23,Jun-23,0.08,0.1,0.02,25
VICI,26-Jul-23,Jun-23,0.53,0.69,0.16,30.19
VIR,3-Aug-23,Jun-23,-1.21,-1.45,-0.24,-19.83
VIRT,26-Jul-23,Jun-23,0.4,0.37,-0.03,-7.5
VITL,3-Aug-23,Jun-23,0.06,0.15,0.09,150
VKTX,26-Jul-23,Jun-23,-0.21,-0.19,0.02,9.52
VLO,27-Jul-23,Jun-23,5.08,5.4,0.32,6.3
VLY,27-Jul-23,Jun-23,0.29,0.28,-0.01,-3.45
VMC,3-Aug-23,Jun-23,1.91,2.29,0.38,19.9
VMEO,1-Aug-23,Jun-23,-0.11,0.03,0.14,127.27
VMI,26-Jul-23,Jun-23,4.1,4.37,0.27,6.59
VMW,31-Aug-23,Jul-23,1.66,1.83,0.17,10.24
VNDA,27-Jul-23,Jun-23,-0.13,0.03,0.16,123.08
VNO,31-Jul-23,Jun-23,0.64,0.14,-0.5,-78.13
VNT,3-Aug-23,Jun-23,0.65,0.67,0.02,3.08
VOYA,1-Aug-23,Jun-23,2.05,2.31,0.26,12.68
VPG,8-Aug-23,Jun-23,0.51,0.58,0.07,13.73
VRDN,8-Aug-23,Jun-23,-1.26,-1.27,-0.01,-0.79
VRE,26-Jul-23,Jun-23,0.09,-0.27,-0.36,-400
VREX,1-Aug-23,Jun-23,0.33,0.37,0.04,12.12
VRNS,31-Jul-23,Jun-23,0.02,0.01,-0.01,-50
VRNT,6-Sep-23,Jul-23,0.59,0.48,-0.11,-18.64
VRRM,9-Aug-23,Jun-23,0.27,0.29,0.02,7.41
VRSK,2-Aug-23,Jun-23,1.4,1.51,0.11,7.86
VRSN,27-Jul-23,Jun-23,1.7,1.79,0.09,5.29
VRT,2-Aug-23,Jun-23,0.29,0.46,0.17,58.62
VRTS,28-Jul-23,Jun-23,5.89,5.43,-0.46,-7.81
VRTV,8-Aug-23,Jun-23,5.02,5.15,0.13,2.59
VRTX,1-Aug-23,Jun-23,3.85,3.89,0.04,1.04
VSAT,9-Aug-23,Jun-23,0.22,-0.83,-1.05,-477.27
VSCO,30-Aug-23,Jul-23,0.27,0.24,-0.03,-11.11
VSEC,26-Jul-23,Jun-23,0.74,0.82,0.08,10.81
VSH,9-Aug-23,Jun-23,0.6,0.68,0.08,13.33
VST,9-Aug-23,Jun-23,0.82,1.03,0.21,25.61
VSTO,26-Jul-23,Jun-23,0.97,1.12,0.15,15.46
VTNR,9-Aug-23,Jun-23,-0.32,-0.55,-0.23,-71.88
VTR,3-Aug-23,Jun-23,0.74,0.26,-0.48,-64.86
VTRS,7-Aug-23,Jun-23,0.71,0.75,0.04,5.63
VTYX,10-Aug-23,Jun-23,-0.71,-0.91,-0.2,-28.17
VUZI,8-Aug-23,Jun-23,-0.16,-0.14,0.02,12.5
VVI,3-Aug-23,Jun-23,0.32,0.36,0.04,12.5
VVV,9-Aug-23,Jun-23,0.37,0.43,0.06,16.22
VYGR,3-Aug-23,Jun-23,-0.59,-0.51,0.08,13.56
VZ,25-Jul-23,Jun-23,1.17,1.21,0.04,3.42
W,3-Aug-23,Jun-23,-0.67,0.21,0.88,131.34
WAB,27-Jul-23,Jun-23,1.35,1.41,0.06,4.44
WABC,20-Jul-23,Jun-23,1.51,1.51,0,0
WAFD,14-Jul-23,Jun-23,0.92,0.89,-0.03,-3.26
WAL,18-Jul-23,Jun-23,1.98,1.96,-0.02,-1.01
WASH,24-Jul-23,Jun-23,0.58,0.66,0.08,13.79
WAT,2-Aug-23,Jun-23,2.59,2.8,0.21,8.11
WBA,27-Jun-23,May-23,1.06,1,-0.06,-5.66
WBD,3-Aug-23,Jun-23,-0.39,-0.51,-0.12,-30.77
WBS,20-Jul-23,Jun-23,1.47,1.5,0.03,2.04
WCC,3-Aug-23,Jun-23,4.46,3.71,-0.75,-16.82
WD,3-Aug-23,Jun-23,1.06,0.98,-0.08,-7.55
WDAY,24-Aug-23,Jul-23,1.25,1.43,0.18,14.4
WDC,31-Jul-23,Jun-23,-2,-1.98,0.02,1
WDFC,10-Jul-23,May-23,1.22,1.38,0.16,13.11
WEAV,2-Aug-23,Jun-23,-0.07,-0.05,0.02,28.57
WEC,1-Aug-23,Jun-23,0.85,0.92,0.07,8.24
WELL,31-Jul-23,Jun-23,0.86,0.2,-0.66,-76.74
WEN,9-Aug-23,Jun-23,0.28,0.28,0,0
WERN,3-Aug-23,Jun-23,0.57,0.52,-0.05,-8.77
WEST,9-Aug-23,Jun-23,-0.03,-0.21,-0.18,-600
WEX,27-Jul-23,Jun-23,3.51,3.63,0.12,3.42
WFC,14-Jul-23,Jun-23,1.15,1.25,0.1,8.7
WFRD,25-Jul-23,Jun-23,1.23,1.12,-0.11,-8.94
WGO,21-Jun-23,May-23,1.74,2.13,0.39,22.41
WH,26-Jul-23,Jun-23,0.92,0.93,0.01,1.09
WHD,7-Aug-23,Jun-23,0.69,0.84,0.15,21.74
WHR,24-Jul-23,Jun-23,3.8,4.21,0.41,10.79
WING,2-Aug-23,Jun-23,0.51,0.57,0.06,11.76
WIRE,25-Jul-23,Jun-23,6.55,6.01,-0.54,-8.24
WISH,3-Aug-23,Jun-23,-3.59,-3.38,0.21,5.85
WK,3-Aug-23,Jun-23,-0.08,0.02,0.1,125
WKHS,8-Aug-23,Jun-23,-0.15,-0.12,0.03,20
WLK,3-Aug-23,Jun-23,2.83,2.31,-0.52,-18.37
WM,25-Jul-23,Jun-23,1.54,1.51,-0.03,-1.95
WMB,2-Aug-23,Jun-23,0.39,0.42,0.03,7.69
WMS,3-Aug-23,Jun-23,1.53,2.04,0.51,33.33
WMT,17-Aug-23,Jul-23,1.69,1.84,0.15,8.88
WNC,26-Jul-23,Jun-23,1.32,1.54,0.22,16.67
WOLF,16-Aug-23,Jun-23,-0.2,-0.42,-0.22,-110
WOOF,24-Aug-23,Jul-23,0.07,0.06,-0.01,-14.29
WOR,28-Jun-23,May-23,1.96,2.74,0.78,39.8
WOW,8-Aug-23,Jun-23,-0.02,-0.01,0.01,50
WPC,28-Jul-23,Jun-23,1.33,0.67,-0.66,-49.62
WRB,20-Jul-23,Jun-23,1.07,1.14,0.07,6.54
WRBY,9-Aug-23,Jun-23,0.02,0.04,0.02,100
WRK,3-Aug-23,Jun-23,0.5,0.89,0.39,78
WRLD,21-Jul-23,Jun-23,1.13,1.62,0.49,43.36
WSBC,25-Jul-23,Jun-23,0.68,0.71,0.03,4.41
WSBF,25-Jul-23,Jun-23,0.27,0.2,-0.07,-25.93
WSC,2-Aug-23,Jun-23,0.41,0.43,0.02,4.88
WSFS,24-Jul-23,Jun-23,1.1,1.16,0.06,5.45
WSM,23-Aug-23,Jul-23,2.72,3.12,0.4,14.71
WSO,1-Aug-23,Jun-23,4.87,4.42,-0.45,-9.24
WSR,1-Aug-23,Jun-23,0.19,0.21,0.02,10.53
WST,27-Jul-23,Jun-23,1.95,2.11,0.16,8.21
WTBA,27-Jul-23,Jun-23,0.32,0.35,0.03,9.38
WTFC,19-Jul-23,Jun-23,2.38,2.38,0,0
WTI,1-Aug-23,Jun-23,-0.06,-0.08,-0.02,-33.33
WTRG,7-Aug-23,Jun-23,0.34,0.34,0,0
WTS,2-Aug-23,Jun-23,2.05,2.34,0.29,14.15
WTTR,2-Aug-23,Jun-23,0.22,0.2,-0.02,-9.09
WTW,27-Jul-23,Jun-23,2.38,2.05,-0.33,-13.87
WU,26-Jul-23,Jun-23,0.38,0.51,0.13,34.21
WVE,3-Aug-23,Jun-23,-0.32,-0.2,0.12,37.5
WW,3-Aug-23,Jun-23,0.08,-0.04,-0.12,-150
WWD,31-Jul-23,Jun-23,0.97,1.37,0.4,41.24
WWW,10-Aug-23,Jun-23,0.2,0.19,-0.01,-5
WY,27-Jul-23,Jun-23,0.21,0.32,0.11,52.38
WYNN,9-Aug-23,Jun-23,0.51,0.91,0.4,78.43
X,27-Jul-23,Jun-23,1.86,1.92,0.06,3.23
XEL,27-Jul-23,Jun-23,0.55,0.52,-0.03,-5.45
XERS,8-Aug-23,Jun-23,-0.13,-0.14,-0.01,-7.69
XFOR,10-Aug-23,Jun-23,-0.17,-0.33,-0.16,-94.12
XHR,2-Aug-23,Jun-23,0.47,0.47,0,0
XMTR,9-Aug-23,Jun-23,-0.21,-0.14,0.07,33.33
XNCR,3-Aug-23,Jun-23,-0.91,-0.37,0.54,59.34
XOM,28-Jul-23,Jun-23,2,1.94,-0.06,-3
XP,14-Aug-23,Jun-23,0.43,0.4,-0.03,-6.98
XPEL,9-Aug-23,Jun-23,0.5,0.57,0.07,14
XPER,9-Aug-23,Jun-23,-0.15,-0.09,0.06,40
XPO,4-Aug-23,Jun-23,0.61,0.71,0.1,16.39
XPOF,3-Aug-23,Jun-23,0.11,0.07,-0.04,-36.36
XRAY,2-Aug-23,Jun-23,0.43,0.51,0.08,18.6
XRX,25-Jul-23,Jun-23,0.33,0.44,0.11,33.33
XYL,2-Aug-23,Jun-23,0.85,0.98,0.13,15.29
YELP,3-Aug-23,Jun-23,0.15,0.21,0.06,40
YETI,10-Aug-23,Jun-23,0.47,0.57,0.1,21.28
YEXT,6-Sep-23,Jul-23,0.06,0.06,0,0
YMAB,10-Aug-23,Jun-23,-0.24,-0.14,0.1,41.67
YORW,3-Aug-23,Jun-23,0.44,0.45,0.01,2.27
YOU,2-Aug-23,Jun-23,0.07,0.15,0.08,114.29
YUM,2-Aug-23,Jun-23,1.23,1.41,0.18,14.63
ZBH,1-Aug-23,Jun-23,1.82,1.82,0,0
ZBRA,1-Aug-23,Jun-23,3.31,3.29,-0.02,-0.6
ZETA,2-Aug-23,Jun-23,0.05,0.05,0,0
ZEUS,3-Aug-23,Jun-23,1.26,1.24,-0.02,-1.59
ZG,2-Aug-23,Jun-23,0.18,0.39,0.21,116.67
ZI,31-Jul-23,Jun-23,0.23,0.26,0.03,13.04
ZIMV,2-Aug-23,Jun-23,-0.03,0.17,0.2,666.67
ZION,19-Jul-23,Jun-23,1.13,1.11,-0.02,-1.77
ZIP,8-Aug-23,Jun-23,0.07,0.14,0.07,100
ZM,21-Aug-23,Jul-23,1.05,1.34,0.29,27.62
ZNTL,9-Aug-23,Jun-23,-1.06,-1.85,-0.79,-74.53
ZS,5-Sep-23,Jul-23,0.49,0.64,0.15,30.61
ZTS,8-Aug-23,Jun-23,1.32,1.41,0.09,6.82
ZUMZ,7-Sep-23,Jul-23,-0.67,-0.44,0.23,34.33
ZUO,23-Aug-23,Jul-23,0.03,0.07,0.04,133.33
ZYME,10-Aug-23,Jun-23,-0.51,-0.76,-0.25,-49.02
